model_folder,model_file,sprite_folder,sprite_file
0012butterfree,poke_capture_0012_000_fd_n_00000000_f_r.png,0012butterfree,butterfree_shiny.png
0012butterfree,poke_capture_0012_000_md_n_00000000_f_r.png,0012butterfree,butterfree_shiny.png
0013weedle,poke_capture_0013_000_mf_n_00000000_f_n.png,0013weedle,weedle.png
0013weedle,poke_capture_0013_000_mf_n_00000000_f_r.png,0013weedle,weedle_shiny.png
0014kakuna,poke_capture_0014_000_mf_n_00000000_f_n.png,0014kakuna,kakuna.png
0014kakuna,poke_capture_0014_000_mf_n_00000000_f_r.png,0014kakuna,kakuna_shiny.png
0015beedrill,poke_capture_0015_000_mf_n_00000000_f_n.png,0015beedrill,beedrill.png
0015beedrill,poke_capture_0015_000_mf_n_00000000_f_r.png,0015beedrill,beedrill_shiny.png
0015beedrill,poke_capture_0015_001_mf_n_00000000_f_n.png,0015beedrill,beedrill-mega.png
0015beedrill,poke_capture_0015_001_mf_n_00000000_f_r.png,0015beedrill,beedrill-mega_shiny.png
0016pidgey,poke_capture_0016_000_mf_n_00000000_f_n.png,0016pidgey,pidgey.png
0016pidgey,poke_capture_0016_000_mf_n_00000000_f_r.png,0016pidgey,pidgey_shiny.png
0017pidgeotto,poke_capture_0017_000_mf_n_00000000_f_n.png,0017pidgeotto,pidgeotto.png
0017pidgeotto,poke_capture_0017_000_mf_n_00000000_f_r.png,0017pidgeotto,pidgeotto_shiny.png
0018pidgeot,poke_capture_0018_001_mf_n_00000000_f_n.png,0018pidgeot,pidgeot-mega.png
0018pidgeot,poke_capture_0018_001_mf_n_00000000_f_r.png,0018pidgeot,pidgeot-mega_shiny.png
0019rattata,poke_capture_0019_000_md_n_00000000_f_n.png,0019rattata,rattata.png
0019rattata,poke_capture_0019_000_md_n_00000000_f_r.png,0019rattata,rattata_shiny.png
0019rattata,poke_capture_0019_001_mf_n_00000000_f_n.png,0019rattata,rattata alola.png
0019rattata,poke_capture_0019_001_mf_n_00000000_f_r.png,0019rattata,rattata alola_shiny.png
0020raticate,poke_capture_0020_000_fd_n_00000000_f_n.png,0020raticate,raticate.png
0020raticate,poke_capture_0020_000_md_n_00000000_f_r.png,0020raticate,raticate_shiny.png
0020raticate,poke_capture_0020_001_mf_n_00000000_f_n.png,0020raticate,raticate alola.png
0020raticate,poke_capture_0020_001_mf_n_00000000_f_r.png,0020raticate,raticate alola_shiny.png
0022fearow,poke_capture_0022_000_mf_n_00000000_f_n.png,0022fearow,fearow.png
0022fearow,poke_capture_0022_000_mf_n_00000000_f_r.png,0022fearow,fearow_shiny.png
0023ekans,poke_capture_0023_000_mf_n_00000000_f_n.png,0023ekans,ekans.png
0023ekans,poke_capture_0023_000_mf_n_00000000_f_r.png,0023ekans,ekans_shiny.png
0024arbok,poke_capture_0024_000_mf_n_00000000_f_n.png,0024arbok,arbok.png
0024arbok,poke_capture_0024_000_mf_n_00000000_f_r.png,0024arbok,arbok_shiny.png
0025pikachu,poke_capture_0025_000_md_n_00000000_f_n.png,0025pikachu,pikachu.png
0025pikachu,poke_capture_0025_000_mf_g_00000000_f_n.png,0025pikachu,pikachu-gmax.png
0025pikachu,poke_capture_0025_000_mf_g_00000000_f_r.png,0025pikachu,pikachu-gmax_shiny.png
0025pikachu,poke_capture_0025_001_mo_n_00000000_f_n.png,0025pikachu,pikachu-original-cap.png
0025pikachu,poke_capture_0025_002_mo_n_00000000_f_n.png,0025pikachu,pikachu-hoenn-cap.png
0025pikachu,poke_capture_0025_003_mo_n_00000000_f_n.png,0025pikachu,pikachu-sinnoh-cap.png
0025pikachu,poke_capture_0025_004_mo_n_00000000_f_n.png,0025pikachu,pikachu-unova-cap.png
0025pikachu,poke_capture_0025_005_mo_n_00000000_f_n.png,0025pikachu,pikachu-kalos-cap.png
0025pikachu,poke_capture_0025_006_mo_n_00000000_f_n.png,0025pikachu,pikachu alola cap.png
0025pikachu,poke_capture_0025_007_mo_n_00000000_f_n.png,0025pikachu,pikachu-partner-cap.png
0025pikachu,poke_capture_0025_008_fd_n_00000000_f_n.png,0025pikachu,pikachu_female.png
0025pikachu,poke_capture_0025_008_fd_n_00000000_f_r.png,0025pikachu,pikachu_shiny_female.png
0025pikachu,poke_capture_0025_008_md_n_00000000_f_n.png,0025pikachu,pikachu.png
0025pikachu,poke_capture_0025_008_md_n_00000000_f_r.png,0025pikachu,pikachu_shiny.png
0025pikachu,poke_capture_0025_009_mo_n_00000000_f_n.png,0025pikachu,pikachu-world-cap.png
0026raichu,poke_capture_0026_000_fd_n_00000000_f_n.png,0026raichu,raichu.png
0026raichu,poke_capture_0026_000_fd_n_00000000_f_r.png,0026raichu,raichu_shiny.png
0026raichu,poke_capture_0026_000_md_n_00000000_f_n.png,0026raichu,raichu.png
0026raichu,poke_capture_0026_000_md_n_00000000_f_r.png,0026raichu,raichu_shiny.png
0026raichu,poke_capture_0026_001_mf_n_00000000_f_n.png,0026raichu,raichu alola.png
0026raichu,poke_capture_0026_001_mf_n_00000000_f_r.png,0026raichu,raichu alola_shiny.png
0027sandshrew,poke_capture_0027_000_mf_n_00000000_f_n.png,0027sandshrew,sandshrew.png
0027sandshrew,poke_capture_0027_000_mf_n_00000000_f_r.png,0027sandshrew,sandshrew_shiny.png
0030nidorina,poke_capture_0030_000_fo_n_00000000_f_n.png,0030nidorina,nidorina.png
0030nidorina,poke_capture_0030_000_fo_n_00000000_f_r.png,0030nidorina,nidorina_shiny.png
0031nidoqueen,poke_capture_0031_000_fo_n_00000000_f_n.png,0031nidoqueen,nidoqueen.png
0031nidoqueen,poke_capture_0031_000_fo_n_00000000_f_r.png,0031nidoqueen,nidoqueen_shiny.png
0032nidoran-m,poke_capture_0032_000_mo_n_00000000_f_n.png,0032nidoran-m,nidoran-m.png
0032nidoran-m,poke_capture_0032_000_mo_n_00000000_f_r.png,0032nidoran-m,nidoran-m_shiny.png
0033nidorino,poke_capture_0033_000_mo_n_00000000_f_n.png,0033nidorino,nidorino.png
0033nidorino,poke_capture_0033_000_mo_n_00000000_f_r.png,0033nidorino,nidorino_shiny.png
0034nidoking,poke_capture_0034_000_mo_n_00000000_f_n.png,0034nidoking,nidoking.png
0034nidoking,poke_capture_0034_000_mo_n_00000000_f_r.png,0034nidoking,nidoking_shiny.png
0035clefairy,poke_capture_0035_000_mf_n_00000000_f_n.png,0035clefairy,clefairy.png
0035clefairy,poke_capture_0035_000_mf_n_00000000_f_r.png,0035clefairy,clefairy_shiny.png
0036clefable,poke_capture_0036_000_mf_n_00000000_f_n.png,0036clefable,clefable.png
0036clefable,poke_capture_0036_000_mf_n_00000000_f_r.png,0036clefable,clefable_shiny.png
0037vulpix,poke_capture_0037_000_mf_n_00000000_f_n.png,0037vulpix,vulpix.png
0037vulpix,poke_capture_0037_000_mf_n_00000000_f_r.png,0037vulpix,vulpix_shiny.png
0037vulpix,poke_capture_0037_001_mf_n_00000000_f_n.png,0037vulpix,vulpix alola.png
0037vulpix,poke_capture_0037_001_mf_n_00000000_f_r.png,0037vulpix,vulpix alola_shiny.png
0039jigglypuff,poke_capture_0039_000_mf_n_00000000_f_n.png,0039jigglypuff,jigglypuff.png
0039jigglypuff,poke_capture_0039_000_mf_n_00000000_f_r.png,0039jigglypuff,jigglypuff_shiny.png
0041zubat,poke_capture_0041_000_fd_n_00000000_f_n.png,0041zubat,zubat.png
0042golbat,poke_capture_0042_000_fd_n_00000000_f_n.png,0042golbat,golbat.png
0042golbat,poke_capture_0042_000_fd_n_00000000_f_r.png,0042golbat,golbat_shiny.png
0043oddish,poke_capture_0043_000_mf_n_00000000_f_n.png,0043oddish,oddish.png
0043oddish,poke_capture_0043_000_mf_n_00000000_f_r.png,0043oddish,oddish_shiny.png
0044gloom,poke_capture_0044_000_fd_n_00000000_f_n.png,0044gloom,gloom.png
0044gloom,poke_capture_0044_000_fd_n_00000000_f_r.png,0044gloom,gloom_shiny.png
0045vileplume,poke_capture_0045_000_fd_n_00000000_f_n.png,0045vileplume,vileplume.png
0045vileplume,poke_capture_0045_000_md_n_00000000_f_r.png,0045vileplume,vileplume_shiny.png
0046paras,poke_capture_0046_000_mf_n_00000000_f_n.png,0046paras,paras.png
0046paras,poke_capture_0046_000_mf_n_00000000_f_r.png,0046paras,paras_shiny.png
0047parasect,poke_capture_0047_000_mf_n_00000000_f_n.png,0047parasect,parasect.png
0048venonat,poke_capture_0048_000_mf_n_00000000_f_r.png,0048venonat,venonat_shiny.png
0049venomoth,poke_capture_0049_000_mf_n_00000000_f_n.png,0049venomoth,venomoth.png
0049venomoth,poke_capture_0049_000_mf_n_00000000_f_r.png,0049venomoth,venomoth_shiny.png
0050diglett,poke_capture_0050_000_mf_n_00000000_f_n.png,0050diglett,diglett.png
0050diglett,poke_capture_0050_000_mf_n_00000000_f_r.png,0050diglett,diglett_shiny.png
0050diglett,poke_capture_0050_001_mf_n_00000000_f_n.png,0050diglett,diglett alola.png
0050diglett,poke_capture_0050_001_mf_n_00000000_f_r.png,0050diglett,diglett alola_shiny.png
0051dugtrio,poke_capture_0051_000_mf_n_00000000_f_n.png,0051dugtrio,dugtrio.png
0051dugtrio,poke_capture_0051_000_mf_n_00000000_f_r.png,0051dugtrio,dugtrio_shiny.png
0051dugtrio,poke_capture_0051_001_mf_n_00000000_f_n.png,0051dugtrio,dugtrio alola.png
0051dugtrio,poke_capture_0051_001_mf_n_00000000_f_r.png,0051dugtrio,dugtrio alola_shiny.png
0052meowth,poke_capture_0052_000_mf_g_00000000_f_n.png,0052meowth,meowth-gmax.png
0052meowth,poke_capture_0052_000_mf_g_00000000_f_r.png,0052meowth,meowth-gmax_shiny.png
0052meowth,poke_capture_0052_000_mf_n_00000000_f_n.png,0052meowth,meowth.png
0052meowth,poke_capture_0052_000_mf_n_00000000_f_r.png,0052meowth,meowth_shiny.png
0052meowth,poke_capture_0052_002_mf_n_00000000_f_n.png,0052meowth,meowth galar.png
0052meowth,poke_capture_0052_002_mf_n_00000000_f_r.png,0052meowth,meowth galar_shiny.png
0053persian,poke_capture_0053_001_mf_n_00000000_f_n.png,0053persian,persian alola.png
0053persian,poke_capture_0053_001_mf_n_00000000_f_r.png,0053persian,persian alola_shiny.png
0054psyduck,poke_capture_0054_000_mf_n_00000000_f_n.png,0054psyduck,psyduck.png
0054psyduck,poke_capture_0054_000_mf_n_00000000_f_r.png,0054psyduck,psyduck_shiny.png
0055golduck,poke_capture_0055_000_mf_n_00000000_f_n.png,0055golduck,golduck.png
0055golduck,poke_capture_0055_000_mf_n_00000000_f_r.png,0055golduck,golduck_shiny.png
0056mankey,poke_capture_0056_000_mf_n_00000000_f_n.png,0056mankey,mankey.png
0056mankey,poke_capture_0056_000_mf_n_00000000_f_r.png,0056mankey,mankey_shiny.png
0057primeape,poke_capture_0057_000_mf_n_00000000_f_n.png,0057primeape,primeape.png
0057primeape,poke_capture_0057_000_mf_n_00000000_f_r.png,0057primeape,primeape_shiny.png
0059arcanine,poke_capture_0059_000_mf_n_00000000_f_n.png,0059arcanine,arcanine.png
0059arcanine,poke_capture_0059_000_mf_n_00000000_f_r.png,0059arcanine,arcanine_shiny.png
0061poliwhirl,poke_capture_0061_000_mf_n_00000000_f_n.png,0061poliwhirl,poliwhirl.png
0061poliwhirl,poke_capture_0061_000_mf_n_00000000_f_r.png,0061poliwhirl,poliwhirl_shiny.png
0062poliwrath,poke_capture_0062_000_mf_n_00000000_f_n.png,0062poliwrath,poliwrath.png
0062poliwrath,poke_capture_0062_000_mf_n_00000000_f_r.png,0062poliwrath,poliwrath_shiny.png
0063abra,poke_capture_0063_000_mf_n_00000000_f_n.png,0063abra,abra.png
0063abra,poke_capture_0063_000_mf_n_00000000_f_r.png,0063abra,abra_shiny.png
0064kadabra,poke_capture_0064_000_md_n_00000000_f_n.png,0064kadabra,kadabra.png
0064kadabra,poke_capture_0064_000_md_n_00000000_f_r.png,0064kadabra,kadabra_shiny.png
0065alakazam,poke_capture_0065_000_fd_n_00000000_f_r.png,0065alakazam,alakazam_shiny.png
0065alakazam,poke_capture_0065_000_md_n_00000000_f_n.png,0065alakazam,alakazam.png
0065alakazam,poke_capture_0065_001_mf_n_00000000_f_n.png,0065alakazam,alakazam-mega.png
0065alakazam,poke_capture_0065_001_mf_n_00000000_f_r.png,0065alakazam,alakazam-mega_shiny.png
0067machoke,poke_capture_0067_000_mf_n_00000000_f_n.png,0067machoke,machoke.png
0067machoke,poke_capture_0067_000_mf_n_00000000_f_r.png,0067machoke,machoke_shiny.png
0068machamp,poke_capture_0068_000_mf_g_00000000_f_n.png,0068machamp,machamp-gmax.png
0068machamp,poke_capture_0068_000_mf_g_00000000_f_r.png,0068machamp,machamp-gmax_shiny.png
0069bellsprout,poke_capture_0069_000_mf_n_00000000_f_n.png,0069bellsprout,bellsprout.png
0069bellsprout,poke_capture_0069_000_mf_n_00000000_f_r.png,0069bellsprout,bellsprout_shiny.png
0070weepinbell,poke_capture_0070_000_mf_n_00000000_f_n.png,0070weepinbell,weepinbell.png
0070weepinbell,poke_capture_0070_000_mf_n_00000000_f_r.png,0070weepinbell,weepinbell_shiny.png
0071victreebel,poke_capture_0071_000_mf_n_00000000_f_n.png,0071victreebel,victreebel.png
0071victreebel,poke_capture_0071_000_mf_n_00000000_f_r.png,0071victreebel,victreebel_shiny.png
0072tentacool,poke_capture_0072_000_mf_n_00000000_f_n.png,0072tentacool,tentacool.png
0072tentacool,poke_capture_0072_000_mf_n_00000000_f_r.png,0072tentacool,tentacool_shiny.png
0073tentacruel,poke_capture_0073_000_mf_n_00000000_f_n.png,0073tentacruel,tentacruel.png
0073tentacruel,poke_capture_0073_000_mf_n_00000000_f_r.png,0073tentacruel,tentacruel_shiny.png
0074geodude,poke_capture_0074_000_mf_n_00000000_f_n.png,0074geodude,geodude.png
0074geodude,poke_capture_0074_000_mf_n_00000000_f_r.png,0074geodude,geodude_shiny.png
0074geodude,poke_capture_0074_001_mf_n_00000000_f_n.png,0074geodude,geodude alola.png
0074geodude,poke_capture_0074_001_mf_n_00000000_f_r.png,0074geodude,geodude alola_shiny.png
0075graveler,poke_capture_0075_000_mf_n_00000000_f_n.png,0075graveler,graveler.png
0075graveler,poke_capture_0075_000_mf_n_00000000_f_r.png,0075graveler,graveler_shiny.png
0076golem,poke_capture_0076_000_mf_n_00000000_f_n.png,0076golem,golem.png
0076golem,poke_capture_0076_000_mf_n_00000000_f_r.png,0076golem,golem_shiny.png
0076golem,poke_capture_0076_001_mf_n_00000000_f_n.png,0076golem,golem alola.png
0076golem,poke_capture_0076_001_mf_n_00000000_f_r.png,0076golem,golem alola_shiny.png
0077ponyta,poke_capture_0077_000_mf_n_00000000_f_n.png,0077ponyta,ponyta.png
0077ponyta,poke_capture_0077_000_mf_n_00000000_f_r.png,0077ponyta,ponyta_shiny.png
0077ponyta,poke_capture_0077_001_mf_n_00000000_f_n.png,0077ponyta,ponyta galar.png
0077ponyta,poke_capture_0077_001_mf_n_00000000_f_r.png,0077ponyta,ponyta galar_shiny.png
0078rapidash,poke_capture_0078_001_mf_n_00000000_f_n.png,0078rapidash,rapidash galar.png
0078rapidash,poke_capture_0078_001_mf_n_00000000_f_r.png,0078rapidash,rapidash galar_shiny.png
0079slowpoke,poke_capture_0079_000_mf_n_00000000_f_n.png,0079slowpoke,slowpoke.png
0079slowpoke,poke_capture_0079_000_mf_n_00000000_f_r.png,0079slowpoke,slowpoke_shiny.png
0079slowpoke,poke_capture_0079_001_mf_n_00000000_f_n.png,0079slowpoke,slowpoke galar.png
0079slowpoke,poke_capture_0079_001_mf_n_00000000_f_r.png,0079slowpoke,slowpoke galar_shiny.png
0080slowbro,poke_capture_0080_000_mf_n_00000000_f_n.png,0080slowbro,slowbro.png
0080slowbro,poke_capture_0080_000_mf_n_00000000_f_r.png,0080slowbro,slowbro_shiny.png
0080slowbro,poke_capture_0080_001_mf_n_00000000_f_n.png,0080slowbro,slowbro-mega.png
0080slowbro,poke_capture_0080_001_mf_n_00000000_f_r.png,0080slowbro,slowbro-mega_shiny.png
0081magnemite,poke_capture_0081_000_uk_n_00000000_f_n.png,0081magnemite,magnemite.png
0081magnemite,poke_capture_0081_000_uk_n_00000000_f_r.png,0081magnemite,magnemite_shiny.png
0082magneton,poke_capture_0082_000_uk_n_00000000_f_n.png,0082magneton,magneton.png
0082magneton,poke_capture_0082_000_uk_n_00000000_f_r.png,0082magneton,magneton_shiny.png
0083farfetch'd,poke_capture_0083_000_mf_n_00000000_f_n.png,0083farfetch'd,farfetch_d.png
0083farfetch'd,poke_capture_0083_000_mf_n_00000000_f_r.png,0083farfetch'd,farfetch_d_shiny.png
0083farfetch'd,poke_capture_0083_001_mf_n_00000000_f_n.png,0083farfetch'd,farfetch_d_galar.png
0083farfetch'd,poke_capture_0083_001_mf_n_00000000_f_r.png,0083farfetch'd,farfetch_d_galar_shiny.png
0084doduo,poke_capture_0084_000_fd_n_00000000_f_n.png,0084doduo,doduo.png
0084doduo,poke_capture_0084_000_fd_n_00000000_f_r.png,0084doduo,doduo_shiny.png
0085dodrio,poke_capture_0085_000_fd_n_00000000_f_n.png,0085dodrio,dodrio.png
0085dodrio,poke_capture_0085_000_fd_n_00000000_f_r.png,0085dodrio,dodrio_shiny.png
0086seel,poke_capture_0086_000_mf_n_00000000_f_n.png,0086seel,seel.png
0086seel,poke_capture_0086_000_mf_n_00000000_f_r.png,0086seel,seel_shiny.png
0087dewgong,poke_capture_0087_000_mf_n_00000000_f_n.png,0087dewgong,dewgong.png
0087dewgong,poke_capture_0087_000_mf_n_00000000_f_r.png,0087dewgong,dewgong_shiny.png
0088grimer,poke_capture_0088_000_mf_n_00000000_f_n.png,0088grimer,grimer.png
0088grimer,poke_capture_0088_000_mf_n_00000000_f_r.png,0088grimer,grimer_shiny.png
0088grimer,poke_capture_0088_001_mf_n_00000000_f_n.png,0088grimer,grimer alola.png
0088grimer,poke_capture_0088_001_mf_n_00000000_f_r.png,0088grimer,grimer alola_shiny.png
0089muk,poke_capture_0089_001_mf_n_00000000_f_n.png,0089muk,muk alola.png
0089muk,poke_capture_0089_001_mf_n_00000000_f_r.png,0089muk,muk alola_shiny.png
0090shellder,poke_capture_0090_000_mf_n_00000000_f_n.png,0090shellder,shellder.png
0090shellder,poke_capture_0090_000_mf_n_00000000_f_r.png,0090shellder,shellder_shiny.png
0091cloyster,poke_capture_0091_000_mf_n_00000000_f_n.png,0091cloyster,cloyster.png
0091cloyster,poke_capture_0091_000_mf_n_00000000_f_r.png,0091cloyster,cloyster_shiny.png
0092gastly,poke_capture_0092_000_mf_n_00000000_f_n.png,0092gastly,gastly.png
0092gastly,poke_capture_0092_000_mf_n_00000000_f_r.png,0092gastly,gastly_shiny.png
0093haunter,poke_capture_0093_000_mf_n_00000000_f_n.png,0093haunter,haunter.png
0093haunter,poke_capture_0093_000_mf_n_00000000_f_r.png,0093haunter,haunter_shiny.png
0094gengar,poke_capture_0094_001_mf_n_00000000_f_n.png,0094gengar,gengar-mega.png
0094gengar,poke_capture_0094_001_mf_n_00000000_f_r.png,0094gengar,gengar-mega_shiny.png
0095onix,poke_capture_0095_000_mf_n_00000000_f_n.png,0095onix,onix.png
0095onix,poke_capture_0095_000_mf_n_00000000_f_r.png,0095onix,onix_shiny.png
0097hypno,poke_capture_0097_000_fd_n_00000000_f_n.png,0097hypno,hypno.png
0097hypno,poke_capture_0097_000_md_n_00000000_f_r.png,0097hypno,hypno_shiny.png
0098krabby,poke_capture_0098_000_mf_n_00000000_f_n.png,0098krabby,krabby.png
0098krabby,poke_capture_0098_000_mf_n_00000000_f_r.png,0098krabby,krabby_shiny.png
0099kingler,poke_capture_0099_000_mf_g_00000000_f_n.png,0099kingler,kingler-gmax.png
0099kingler,poke_capture_0099_000_mf_g_00000000_f_r.png,0099kingler,kingler-gmax_shiny.png
0099kingler,poke_capture_0099_000_mf_n_00000000_f_n.png,0099kingler,kingler.png
0099kingler,poke_capture_0099_000_mf_n_00000000_f_r.png,0099kingler,kingler_shiny.png
0101electrode,poke_capture_0101_000_uk_n_00000000_f_n.png,0101electrode,electrode.png
0101electrode,poke_capture_0101_000_uk_n_00000000_f_r.png,0101electrode,electrode_shiny.png
0102exeggcute,poke_capture_0102_000_mf_n_00000000_f_n.png,0102exeggcute,exeggcute.png
0102exeggcute,poke_capture_0102_000_mf_n_00000000_f_r.png,0102exeggcute,exeggcute_shiny.png
0103exeggutor,poke_capture_0103_000_mf_n_00000000_f_n.png,0103exeggutor,exeggutor.png
0103exeggutor,poke_capture_0103_000_mf_n_00000000_f_r.png,0103exeggutor,exeggutor_shiny.png
0103exeggutor,poke_capture_0103_001_mf_n_00000000_f_n.png,0103exeggutor,exeggutor alola.png
0103exeggutor,poke_capture_0103_001_mf_n_00000000_f_r.png,0103exeggutor,exeggutor alola_shiny.png
0104cubone,poke_capture_0104_000_mf_n_00000000_f_n.png,0104cubone,cubone.png
0104cubone,poke_capture_0104_000_mf_n_00000000_f_r.png,0104cubone,cubone_shiny.png
0105marowak,poke_capture_0105_000_mf_n_00000000_f_n.png,0105marowak,marowak.png
0105marowak,poke_capture_0105_000_mf_n_00000000_f_r.png,0105marowak,marowak_shiny.png
0105marowak,poke_capture_0105_001_mf_n_00000000_f_n.png,0105marowak,marowak alola.png
0105marowak,poke_capture_0105_001_mf_n_00000000_f_r.png,0105marowak,marowak alola_shiny.png
0107hitmonchan,poke_capture_0107_000_mo_n_00000000_f_n.png,0107hitmonchan,hitmonchan.png
0107hitmonchan,poke_capture_0107_000_mo_n_00000000_f_r.png,0107hitmonchan,hitmonchan_shiny.png
0108lickitung,poke_capture_0108_000_mf_n_00000000_f_n.png,0108lickitung,lickitung.png
0108lickitung,poke_capture_0108_000_mf_n_00000000_f_r.png,0108lickitung,lickitung_shiny.png
0109koffing,poke_capture_0109_000_mf_n_00000000_f_n.png,0109koffing,koffing.png
0109koffing,poke_capture_0109_000_mf_n_00000000_f_r.png,0109koffing,koffing_shiny.png
0110weezing,poke_capture_0110_000_mf_n_00000000_f_n.png,0110weezing,weezing.png
0110weezing,poke_capture_0110_000_mf_n_00000000_f_r.png,0110weezing,weezing_shiny.png
0110weezing,poke_capture_0110_001_mf_n_00000000_f_n.png,0110weezing,weezing galar.png
0110weezing,poke_capture_0110_001_mf_n_00000000_f_r.png,0110weezing,weezing galar_shiny.png
0111rhyhorn,poke_capture_0111_000_fd_n_00000000_f_n.png,0111rhyhorn,rhyhorn.png
0111rhyhorn,poke_capture_0111_000_fd_n_00000000_f_r.png,0111rhyhorn,rhyhorn_shiny.png
0112rhydon,poke_capture_0112_000_fd_n_00000000_f_n.png,0112rhydon,rhydon.png
0112rhydon,poke_capture_0112_000_md_n_00000000_f_r.png,0112rhydon,rhydon_shiny.png
0113chansey,poke_capture_0113_000_fo_n_00000000_f_n.png,0113chansey,chansey.png
0113chansey,poke_capture_0113_000_fo_n_00000000_f_r.png,0113chansey,chansey_shiny.png
0115kangaskhan,poke_capture_0115_000_fo_n_00000000_f_n.png,0115kangaskhan,kangaskhan.png
0115kangaskhan,poke_capture_0115_000_fo_n_00000000_f_r.png,0115kangaskhan,kangaskhan_shiny.png
0116horsea,poke_capture_0116_000_mf_n_00000000_f_n.png,0116horsea,horsea.png
0116horsea,poke_capture_0116_000_mf_n_00000000_f_r.png,0116horsea,horsea_shiny.png
0117seadra,poke_capture_0117_000_mf_n_00000000_f_n.png,0117seadra,seadra.png
0117seadra,poke_capture_0117_000_mf_n_00000000_f_r.png,0117seadra,seadra_shiny.png
0119seaking,poke_capture_0119_000_md_n_00000000_f_n.png,0119seaking,seaking.png
0119seaking,poke_capture_0119_000_md_n_00000000_f_r.png,0119seaking,seaking_shiny.png
0120staryu,poke_capture_0120_000_uk_n_00000000_f_n.png,0120staryu,staryu.png
0120staryu,poke_capture_0120_000_uk_n_00000000_f_r.png,0120staryu,staryu_shiny.png
0121starmie,poke_capture_0121_000_uk_n_00000000_f_n.png,0121starmie,starmie.png
0121starmie,poke_capture_0121_000_uk_n_00000000_f_r.png,0121starmie,starmie_shiny.png
0122mr. mime,poke_capture_0122_000_mf_n_00000000_f_n.png,0122mr. mime,mr. mime.png
0122mr. mime,poke_capture_0122_000_mf_n_00000000_f_r.png,0122mr. mime,mr. mime_shiny.png
0122mr. mime,poke_capture_0122_001_mf_n_00000000_f_n.png,0122mr. mime,mr. mime_galar.png
0122mr. mime,poke_capture_0122_001_mf_n_00000000_f_r.png,0122mr. mime,mr. mime_galar_shiny.png
0123scyther,poke_capture_0123_000_fd_n_00000000_f_n.png,0123scyther,scyther.png
0123scyther,poke_capture_0123_000_fd_n_00000000_f_r.png,0123scyther,scyther_shiny.png
0123scyther,poke_capture_0123_000_md_n_00000000_f_n.png,0123scyther,scyther.png
0123scyther,poke_capture_0123_000_md_n_00000000_f_r.png,0123scyther,scyther_shiny.png
0124jynx,poke_capture_0124_000_fo_n_00000000_f_n.png,0124jynx,jynx.png
